strategic_intelligence.n.01	preventive_medicine.n.01
misbehavior.n.01	tunga.n.01
advent.n.01	chelydridae.n.01
disposal.n.03	violin_lesson.n.01
depletion.n.01	plebiscite.n.01
naturalization.n.03	inverted_hang.n.01
celestial_guidance.n.01	social_security.n.01
cotingidae.n.01	platypus.n.01
plevna.n.01	shamble.n.01
end.n.11	california_quail.n.01
presentment.n.01	cadetship.n.01
territorialization.n.01	melophagus.n.01
clydesdale_terrier.n.01	bowdlerism.n.01
segue.n.01	cryptotermes.n.01
one-night_stand.n.01	justice.n.02
mysticeti.n.01	chapel_service.n.01
requital.n.02	stenotomus.n.01
blood_sport.n.01	jump_ball.n.01
fractionation.n.02	harpia.n.01
artery.n.02	cultism.n.01
court_game.n.01	custodianship.n.01
aggression.n.03	closeout.n.01
last_respects.n.01	manchester_terrier.n.01
neritidae.n.01	moonwalk.n.02
mammography.n.01	tasmanian_devil.n.01
pterois.n.01	antispasmodic.n.01
hagfish.n.01	cutworm.n.01
jugglery.n.01	red_siskin.n.01
pythoninae.n.01	shank.n.08
lyssavirus.n.01	fasciolopsis_buski.n.01
bootlegging.n.02	spirochaeta.n.01
amphetamine_sulfate.n.01	ranching.n.01
mediterranean_fruit_fly.n.01	costing.n.01
amble.n.01	ransom.n.03
rise.n.02	disbarment.n.01
strombidae.n.01	auxiliary_pump.n.01
postponement.n.02	cold_turkey.n.02
classification.n.04	lamellicorn_beetle.n.01
slam_dancing.n.01	anemone_fish.n.01
reclamation.n.01	uintatherium.n.01
rudd.n.01	body_louse.n.01
white_admiral.n.02	vertical_integration.n.01
role.n.04	skydiving.n.01
gee-gee.n.01	pseudopod.n.01
common_wasp.n.01	instrument_landing.n.01
ptloris.n.01	fatwa.n.01
foliation.n.04	hystricomorpha.n.01
soul.n.04	gallirallus.n.01
trudge.n.01	iconolatry.n.01
lorica.n.01	rhizobium.n.01
exacerbation.n.02	lustrum.n.02
sea_feather.n.01	hoop_snake.n.01
longways.n.01	closeout.n.01
sepia.n.03	game_of_chance.n.01
lasiocampa.n.01	green_turtle.n.01
geochelone.n.01	armored_catfish.n.01
callithricidae.n.01	disinvestment.n.01
veery.n.01	trench_warfare.n.01
goat_antelope.n.01	phoca.n.01
recruitment.n.01	goliath_frog.n.01
flour_beetle.n.01	countersubversion.n.01
exposure.n.09	danaidae.n.01
dolphin_kick.n.01	lucky_dip.n.02
first_base.n.03	swordfish.n.02
breakaway.n.01	otis.n.02
attack_dog.n.01	short_division.n.01
gila_monster.n.01	linkage.n.04
siberian_husky.n.01	diabolatry.n.01
sawfly.n.01	megatheriidae.n.01
mesohippus.n.01	american_water_spaniel.n.01
paca.n.01	education.n.04
neutering.n.01	echinoidea.n.01
scombroid.n.01	oriolidae.n.01
feather.n.02	induction.n.05
sinanthropus.n.01	peneus.n.01
lepomis.n.01	editorship.n.01
attempt.n.01	charlatanism.n.01
atlas.n.04	administration.n.06
amazon.n.04	woolly_indris.n.01
brown_lemming.n.01	lineation.n.02
computerized_tomography.n.01	drumbeat.n.03
alectoris.n.01	maldon.n.01
consummation.n.02	ring_ouzel.n.01
staging.n.04	balanus.n.01
genus_archaeopteryx.n.01	genus_tenrec.n.01
microdipodops.n.01	behavior.n.04
ground-shaker.n.01	tiling.n.01
potato_scab_bacteria.n.01	mollienesia.n.01
appointment.n.06	exchange_transfusion.n.01
mass_spectroscopy.n.01	creating_by_removal.n.01
laricariidae.n.01	mycteroperca.n.01
disobedience.n.01	acquiring.n.01
bulldog.n.01	germanism.n.01
genital_torture.n.01	apiary.n.01
proctoscopy.n.01	slavery.n.02
artificial_kidney.n.01	black_stork.n.01
boarhound.n.01	glutton.n.02
incorporation.n.01	assault_gun.n.02
tetragonurus.n.01	palaemon.n.01
chaffinch.n.01	witching.n.01
hampshire.n.02	clam.n.01
genus_sciara.n.01	sensory_deprivation.n.01
bureaucratic_procedure.n.01	hyperpnea.n.01
coalescence.n.01	genus_palometa.n.01
parainfluenza_virus.n.01	trickery.n.02
protoctist_genus.n.01	plow_horse.n.01
ophiodon.n.01	snipe_hunt.n.01
liver-spotted_dalmatian.n.01	scomberesox.n.01
comstockery.n.01	limpet.n.02
belly_flop.n.01	anchovy.n.02
unionidae.n.01	bezoar_goat.n.01
tadorna.n.01	conception.n.02
close_support.n.01	horsefly.n.02
hirundinidae.n.01	air_compressor.n.01
philophylla.n.01	truckling.n.01
ligation.n.01	omomyid.n.01
impasto.n.01	ord_kangaroo_rat.n.01
editorship.n.01	hypopnea.n.01
parcel.n.02	salvage.n.03
shape-up.n.01	armillary_sphere.n.01
snipe.n.02	praya.n.01
olympian_games.n.01	steatornithidae.n.01
bastille.n.02	peridinium.n.01
charm_campaign.n.01	expulsion.n.03
causing.n.01	turkey_trot.n.01
analeptic.n.01	genus_phenacomys.n.01
atlantic_halibut.n.01	liposcelis.n.01
cichlid.n.01	zama.n.01
ark.n.01	abrocoma.n.01
auschwitz.n.01	bareboating.n.01
paramecium.n.01	acquiring.n.01
military_ceremony.n.02	ptilocrinus.n.01
fibbing.n.01	pinnipedia.n.01
pyralid.n.01	copying.n.01
red_goatfish.n.01	microscopy.n.01
european_creeper.n.01	sea_swallow.n.01
war_dance.n.01	limnocryptes.n.01
prosimian.n.01	cannon_bone.n.01
displacement.n.07	hyrax.n.01
ground_stroke.n.01	run-up.n.02
leptotyphlops.n.01	center.n.18
barouche.n.01	tyrannosaur.n.01
aplysia.n.01	flight_maneuver.n.01
manduca_quinquemaculata.n.02	mastectomy.n.01
mantidae.n.01	naked_option.n.01
cynoscion.n.01	reconnaissance_by_fire.n.01
reversion.n.04	trombiculid.n.01
european_creeper.n.01	decortication.n.01
oriolidae.n.01	platycephalidae.n.01
aborticide.n.02	custody_battle.n.01
cannon.n.05	abrocome.n.01
laughing_owl.n.01	arterial_road.n.01
checkmate.n.02	zoarces.n.01
meatpacking.n.01	ovis.n.01
annulet.n.01	troglodytes.n.01
analogy.n.02	staghound.n.01
leopard_cat.n.01	stickleback.n.01
supplanting.n.01	santiago.n.04
acidophil.n.01	glamorization.n.01
office_of_the_dead.n.01	breach_of_trust.n.01
stentor.n.03	tapotement.n.01
caravanning.n.01	cupping.n.01
lycaenidae.n.01	moneran.n.01
bucking_bronco.n.01	jackdaw.n.01
terrain_flight.n.01	ruse.n.01
framing.n.01	new_world_sparrow.n.01
punic_war.n.01	burning.n.05
pandion.n.01	lacerta.n.01
crangon.n.01	plataleidae.n.01
bluepoint.n.02	air_defense.n.01
pilus.n.02	arquebus.n.01
observed_fire.n.01	bluethroat.n.01
assault.n.01	down-bow.n.01
adaptation.n.03	masticophis.n.01
alderfly.n.01	genus_hyaena.n.01
foul_shot.n.01	jazz_festival.n.01
fault.n.07	american_lobster.n.02
agonidae.n.01	nonappearance.n.01
red-bellied_snake.n.01	leptoptilus.n.01
vulvectomy.n.01	conga.n.02
genus_potamogale.n.01	gratification.n.02
trichodontidae.n.01	satyridae.n.01
relief.n.05	amphetamine.n.01
retrial.n.01	honey_eater.n.01
dungeness_crab.n.02	carphophis.n.01
double_stopping.n.01	crackdown.n.01
greater_pichiciego.n.01	mammothermography.n.01
flatworm.n.01	humiliation.n.04
chicken_louse.n.01	tarahumara_frog.n.01
balanus.n.01	giraffa.n.01
cricket.n.02	mediterranean_water_shrew.n.01
red_deer.n.01	fundamental_analysis.n.01
astrophyton_muricatum.n.01	hypsiprymnodon.n.01
wings.n.01	lapdog.n.01
pargeting.n.03	eggar.n.01
dislodgment.n.01	tardigrada.n.01
sphecoidea.n.01	tessellation.n.01
vengeance.n.01	trick.n.03
geoduck.n.01	adrenergic.n.01
parapodium.n.01	detraction.n.02
alpenstock.n.01	norwegian_elkhound.n.01
infusion.n.04	homo_sapiens.n.01
piping.n.03	radiolaria.n.01
total_parenteral_nutrition.n.01	centrarchidae.n.01
andean_condor.n.01	synapsida.n.01
magnification.n.01	workload.n.01
dorsal_fin.n.01	astacidae.n.01
cultivation.n.01	hippodamia_convergens.n.01
brewer's_mole.n.01	viverricula.n.01
lurch.n.03	balsa_raft.n.01
ptyas.n.01	requiem_shark.n.01
recourse.n.01	feline.n.01
escalation.n.01	water_beetle.n.01
chelifer.n.01	barrel.n.02
sea_louse.n.01	sauromalus.n.01
bubble_shell.n.01	sporozoan.n.01
bar_magnet.n.01	common_brant_goose.n.01
antidiabetic.n.01	australopithecus_afarensis.n.01
third_base.n.02	antiviral.n.01
mediation.n.02	bar_printer.n.01
burn.n.05	librarianship.n.01
walkabout.n.01	abaya.n.01
iontophoresis.n.01	lappet_caterpillar.n.01
afghan.n.01	bridge_whist.n.01
swimming_stroke.n.01	lunda.n.01
bacillariophyceae.n.01	market_analysis.n.01
dipodidae.n.01	hesperiphona.n.01
bullhead.n.02	devotion.n.02
peacekeeping.n.01	leiopelma.n.01
circus.n.02	reduplication.n.04
jellyfish.n.02	air_bag.n.01
negative_chemotaxis.n.01	conception.n.02
eviction.n.02	touraco.n.01
waste_of_effort.n.01	raise.n.03
derogation.n.02	flesh_fly.n.01
whirlaway.n.01	heloderma.n.01
airplane_propeller.n.01	eagle_ray.n.01
minnie_mouse.n.01	patas.n.01
athletic_training.n.01	lifework.n.01
casting.n.04	perversion.n.03
ribbon_snake.n.01	numida.n.01
polynemidae.n.01	marine_animal.n.01
pine_snake.n.01	journalism.n.02
target_practice.n.01	adduction.n.01
approach_trench.n.01	genus_phalanger.n.01
pluralism.n.03	conquest.n.01
audiotape.n.01	surfing.n.01
saurischia.n.01	extravaganza.n.01
pholadidae.n.01	caporetto.n.01
haemoproteus.n.01	fucales.n.01
sweeping.n.01	application.n.06
mongoose.n.01	obligate_anaerobe.n.01
spotted_eagle_ray.n.01	jumping_bristletail.n.01
paper_nautilus.n.01	bearded_seal.n.01
megaloptera.n.01	variance.n.06
exchange.n.11	employee-owned_enterprise.n.01
spalax.n.01	object.n.01
cardigan.n.02	gradation.n.03
ischigualastia.n.01	earned_run.n.01
mot.n.02	industrial_arts.n.01
seaweed.n.01	tort.n.01
terrorization.n.02	goldeneye.n.02
putt.n.01	phoeniculidae.n.01
rosefish.n.02	succussion.n.01
tamias.n.01	annunciator.n.01
strip_cropping.n.01	write-off.n.02
respiratory_syncytial_virus.n.01	clay-colored_robin.n.01
boost.n.03	ivry.n.01
lactophrys.n.01	cock_of_the_rock.n.01
wood_swallow.n.01	renovation.n.01
sea_bass.n.02	monera.n.01
scramble.n.01	inquiry.n.03
melanerpes.n.01	polyploid.n.01
burhinus.n.01	asp.n.01
dinornithiformes.n.01	billy.n.02
pargeting.n.03	archerfish.n.01
plumbing.n.02	alaudidae.n.01
bannister.n.02	navarino.n.01
morone.n.01	co-option.n.01
butterfish.n.02	phaeophyta.n.01
corn_borer.n.01	armored_dinosaur.n.01
radical_chic.n.01	placuna.n.01
chelydridae.n.01	world_war_ii.n.01
storage.n.03	apodeme.n.01
european_wolf_spider.n.01	poison_pill.n.01
thysanura.n.01	rocroi.n.01
shock_therapy.n.01	european_creeper.n.01
click.n.04	sonoran_whipsnake.n.01
rat_terrier.n.01	glis.n.01
plumule.n.01	re-establishment.n.01
narwhal.n.01	expiation.n.02
euopean_hoopoe.n.01	olympian_games.n.01
collared_peccary.n.01	dickeybird.n.01
genus_serratia.n.01	ant.n.01
recoding.n.01	worm_lizard.n.01
anapsid.n.01	bacillus.n.01
detente.n.01	localization.n.01
supporting_fire.n.01	table_tennis.n.01
cyprinid.n.01	scomberomorus.n.01
mediterranean_anchovy.n.01	gregarine.n.01
anode.n.01	lancetfish.n.01
equivocation.n.03	triceratops.n.01
run.n.05	comptrollership.n.01
anesthyl.n.01	thryothorus.n.01
monodontidae.n.01	quarter.n.14
partial_breach.n.01	bowing.n.02
basement.n.01	european_lobster.n.02
overt_operation.n.01	spyeria.n.01
erithacus.n.01	rice_rat.n.01
robbery_conviction.n.01	hat.n.02
kit_fox.n.01	scolopacidae.n.01
ostrea.n.01	fusion.n.06
euronithopoda.n.01	acoustic.n.01
fossa.n.02	fatwa.n.01
location.n.01	cattle_drive.n.01
rabbit_ears.n.02	microsurgery.n.01
architrave.n.01	notoryctidae.n.01
search_and_destroy_mission.n.01	california_sea_lion.n.01
leveret.n.01	swallow.n.02
solo.n.03	earned_run.n.01
damselfish.n.01	work.n.01
angioscope.n.01	air_travel.n.01
administration.n.03	schoolmaster.n.03
sojourn.n.01	alms-giving.n.01
monitor.n.07	soiling.n.01
direct_marketing.n.01	barndoor_skate.n.01
homeopathy.n.01	tiger_salamander.n.01
appendage.n.03	urodele.n.01
autotomy.n.01	platypoecilus.n.01
ballpark.n.01	piping_crow.n.01
armored_vehicle.n.01	tetrapod.n.01
mangabey.n.01	induced_abortion.n.01
corbina.n.01	aquaplane.n.01
enervation.n.03	dhole.n.01
mud_dauber.n.01	long-clawed_prawn.n.01
gnathostome.n.01	macedonian_war.n.01
printmaking.n.01	ostrich.n.02
flare.n.11	tax_collection.n.01
preemption.n.04	peristediinae.n.01
tasmanian_devil.n.01	lunge.n.02
baby_grand.n.01	straight-arm.n.01
whistling_swan.n.01	common_iguana.n.01
salpidae.n.01	basket_star.n.01
bullock.n.01	suckling.n.04
gunrunning.n.01	preventive_medicine.n.01
sarcodina.n.01	potto.n.02
hemostasis.n.01	cabbage_butterfly.n.01
cotswold.n.01	restraint.n.01
ascaridae.n.01	take.n.02
syracuse.n.04	mule_deer.n.01
strix.n.01	prosimian.n.01
counterdemonstration.n.01	civil_marriage.n.01
hands.n.01	confusion.n.05
tetrao.n.01	scamper.n.01
goshawk.n.01	africander.n.01
packing.n.02	sawfish.n.01
bonnet_macaque.n.01	rental.n.02
reprieve.n.04	mastotermes_electromexicus.n.01
squalidae.n.01	fish_louse.n.01
delphinus.n.02	billy.n.02
great_care.n.01	bumblebee.n.01
pounce.n.01	ice_skating.n.01
right_field.n.02	fort_ticonderoga.n.01
hiring_freeze.n.01	cryptobranchidae.n.01
succession.n.03	suppression.n.02
orpington.n.01	disorganization.n.02
thomomys.n.01	airlock.n.01
figuration.n.02	malayan_tapir.n.01
common_yellowthroat.n.01	tyrannus.n.01
blue_goose.n.01	job_action.n.01
heteroploid.n.01	domestic_silkworm_moth.n.01
gosling.n.01	appointment.n.01
procavia.n.01	downy_woodpecker.n.01
prosecution.n.01	periophthalmus.n.01
arrowhead.n.01	neurotrichus.n.01
mistake.n.01	thaneship.n.01
conger.n.01	farewell.n.02
peloponnesian_war.n.01	eel.n.02
express.n.03	remarriage.n.01
blandishment.n.02	bitchery.n.01
filefish.n.01	administrative_hearing.n.01
cobia.n.01	carinate.n.01
rebound.n.02	collie.n.01
jackknife.n.02	scorpion.n.03
agape.n.03	demonstration.n.03
thickening.n.03	discouragement.n.03
distemper.n.05	racerunner.n.01
orgy.n.03	easter_bunny.n.01
horse_trade.n.01	forest_goat.n.01
merginae.n.01	reversion.n.04
brachiopoda.n.01	dwarf.n.03
california_quail.n.01	flying_fox.n.01
cession.n.01	tailed_frog.n.01
dicynodontia.n.01	double_fault.n.01
experiment.n.01	physiological_nystagmus.n.01
gait.n.02	consultancy.n.01
infliction.n.02	flying_visit.n.01
evening_grosbeak.n.01	tribonemaceae.n.01
bet.n.02	mammal.n.01
goose_barnacle.n.01	hipsurus.n.01
phoebe.n.03	ephemeron.n.01
double_reverse.n.01	negaprion.n.01
kwajalein.n.02	dipterous_insect.n.01
blow.n.01	averting.n.01
feather.n.01	diplococcus.n.01
blissus.n.01	mastotermitidae.n.01
chemotaxis.n.01	diodon.n.01
uptick.n.01	worm_fish.n.01
purple_martin.n.01	fish_louse.n.01
genetic_screening.n.01	simony.n.01
dominique.n.01	implementation.n.02
palaemonidae.n.01	spanish-american_war.n.01
anguillula.n.01	bacillus_subtilis.n.01
planococcus.n.01	chimaera.n.03
rhinotermitidae.n.01	orthopterous_insect.n.01
cockateel.n.01	adjournment.n.02
japanese_spaniel.n.01	beagling.n.01
keratoplasty.n.01	easter_bunny.n.01
aminophylline.n.01	swing.n.03
psyllidae.n.01	domestic_pigeon.n.01
packing.n.02	single_combat.n.01
delegating.n.01	once-over.n.01
brutalization.n.03	dekko.n.01
proteles.n.01	acropolis.n.01
medal_play.n.01	bale.n.01
neoceratodus.n.01	naturopathy.n.01
ovenbird.n.02	chrysophyceae.n.01
matrix_inversion.n.01	black_and_gold_garden_spider.n.01
panther.n.02	cod.n.03
direct_flight.n.01	lancers.n.01
woolly_bear.n.01	price_freeze.n.01
bhakti.n.01	wing.n.01
demurrage.n.02	bowerbird.n.01
togaviridae.n.01	bluegill.n.01
streptomyces_erythreus.n.01	attic_fan.n.01
felidae.n.01	scarab.n.01
secession.n.02	overshoot.n.01
comma.n.02	prairie_rattlesnake.n.01
soccer.n.01	primary_care.n.01
muscardinus.n.01	acquisition.n.01
pentastomida.n.01	dugongidae.n.01
hog.n.02	polistes.n.01
western_grey_squirrel.n.01	game.n.11
thermoacidophile.n.01	ball-peen_hammer.n.01
bubo.n.02	catching.n.03
syndication.n.01	profligacy.n.02
diamondback_terrapin.n.01	bucking_bronco.n.01
opening.n.12	proctoscopy.n.01
dragonfly.n.01	athene.n.02
attitude.n.03	white-breasted_nuthatch.n.01
idolatry.n.01	phase_ii_clinical_trial.n.01
carolina_parakeet.n.01	thaumatolatry.n.01
merops.n.01	philohela.n.01
argentinosaur.n.01	sepiidae.n.01
formation.n.02	overindulgence.n.01
jejunostomy.n.01	socage.n.01
senatorship.n.01	actinomycetales.n.01
departure.n.01	satyagraha.n.01
gamecock.n.01	armored_car.n.02
atlas_moth.n.01	angiotensin.n.01
secretary_of_transportation.n.02	shank.n.08
neutralization.n.01	water_vascular_system.n.01
exercise.n.01	search.n.01
pickerel.n.02	shellfire.n.01
variolation.n.01	tracheostomy.n.01
peneidae.n.01	rorschach.n.01
virginia_oyster.n.01	nullification.n.02
second_base.n.02	hornpipe.n.01
splitsville.n.01	numida.n.01
fire_sale.n.02	tremor.n.01
herpes_simplex.n.02	friesian.n.01
genus_anomalops.n.01	trip.n.01
confusion.n.05	crutch.n.02
white-lipped_peccary.n.01	flat-coated_retriever.n.01
slice.n.04	civil_suit.n.01
roundup.n.01	amobarbital_sodium.n.01
cast.n.07	widegrip_pushup.n.01
phycobilin.n.01	harness_horse.n.01
naturalization.n.03	abdominocentesis.n.01
paralithodes.n.01	toucanet.n.01
bacillus.n.01	decapitation.n.01
gyrfalcon.n.01	feline.n.01
backgammon.n.01	microorganism.n.01
square-bashing.n.01	genus_trachodon.n.01
tear.n.04	siamese_cat.n.01
bisexuality.n.02	fly.n.01
hound.n.01	foul_ball.n.01
bronco.n.01	ara.n.02
dismantling.n.01	engagement.n.07
ovulation_method_of_family_planning.n.01	pacific_herring.n.01
catoptrophorus.n.01	walleye.n.02
gizzard.n.01	ford.n.08
empiricism.n.02	paper_chase.n.01
monte.n.01	skid.n.03
pit_viper.n.01	jujutsu.n.01
stag_beetle.n.01	journalism.n.02
cephalopoda.n.01	migrator.n.02
hyperoodon.n.01	burden_of_proof.n.01
parcellation.n.01	reception.n.04
parazoa.n.01	mycteria.n.01
agnatha.n.01	attendance.n.01
double_dutch.n.02	ducking.n.01
viscometry.n.01	anacanthini.n.01
nim.n.01	oviraptorid.n.01
potato_moth.n.01	transplant.n.03
lexington.n.03	skid.n.03
sub-test.n.01	pinicola.n.01
cotinga.n.01	peregrine.n.01
greenbottle.n.01	armadillo.n.01
foray.n.02	encoding.n.01
catharacta.n.01	incurring.n.01
bell_ringer.n.03	tack.n.05
superclass_myriapoda.n.01	self-discovery.n.01
teamwork.n.01	meropidae.n.01
damaraland_mole_rat.n.01	white_wolf.n.01
group_therapy.n.01	goal-kick.n.02
mason_wasp.n.01	urochordata.n.01
genus_rhea.n.01	fish_scale.n.01
otter_shrew.n.01	lateral_line.n.01
acceleration.n.02	follow-up.n.02
owlet.n.01	disqualification.n.02
electronic_deception.n.01	avadavat.n.01
terrestrial_guidance.n.01	shrift.n.01
heteropterous_insect.n.01	big_game.n.01
black_rhinoceros.n.01	pastern.n.01
support.n.08	genus_sivapithecus.n.01
black_duck.n.01	fucales.n.01
thrush_nightingale.n.01	ball_bearing.n.01
zone_fire.n.01	backbend.n.01
exhaustion.n.03	texas_chachalaca.n.01
unguiculate.n.01	pass.n.03
victory_lap.n.01	countersuit.n.01
electronic_counter-countermeasures.n.01	melospiza.n.01
genus_jabiru.n.01	pas_seul.n.01
disorderly_conduct.n.01	escape.n.02
rouge_et_noir.n.01	drill.n.02
meniscectomy.n.01	genus_iguana.n.01
remilegia.n.01	limax.n.01
resolution.n.04	hormone_replacement_therapy.n.01
horseshow.n.01	genus_clostridium.n.01
promotion.n.02	superclass_myriapoda.n.01
aegypiidae.n.01	genus_mononychus.n.01
troglodytes.n.01	tragopan.n.01
stenopelmatidae.n.01	hit.n.02
barn_spider.n.01	two-hitter.n.01
recovery.n.03	genus_giardia.n.01
dominoes.n.01	intravenous_feeding.n.01
docking.n.01	ring-around-the-rosy.n.01
tubulidentata.n.01	connecting_flight.n.01
broil.n.01	animal_foot.n.01
protection.n.01	gander.n.01
jest.n.02	fieldfare.n.01
remise.n.03	genus_ceratodus.n.01
purple_bacteria.n.01	glare.n.02
audio.n.04	speakership.n.01
pterosauria.n.01	preferment.n.01
phrase.n.04	air_passage.n.01
africander.n.01	lopholatilus.n.01
limosa.n.01	cannae.n.01
gempylus.n.01	horned_pout.n.01
paleacrita.n.01	spruce_grouse.n.01
capros.n.01	chuck-will's-widow.n.01
shop_class.n.01	perfection.n.03
malinois.n.01	genus_phalanger.n.01
echocardiography.n.01	logistic_assessment.n.01
back_brace.n.01	menuridae.n.01
sepiidae.n.01	procnias.n.01
leaner.n.01	salamandra.n.01
bondage.n.03	lifework.n.01
feat.n.01	fossa.n.03
hearing.n.01	cooking.n.01
senatorship.n.01	error.n.04
oriental_beetle.n.01	magenta.n.02
emission.n.01	generosity.n.02
servicing.n.01	condor.n.01
hiring_freeze.n.01	caporetto.n.01
vespidae.n.01	ichthyosaur.n.01
piranga.n.01	serrasalmus.n.01
stone_bass.n.01	mullidae.n.01
americana.n.01	crossopterygian.n.01
bathe.n.01	nothosaur.n.01
broil.n.01	dolphin_kick.n.01
brown_bat.n.01	merops.n.01
surf_casting.n.01	swerve.n.01
exponentiation.n.01	automat.n.01
fenestration.n.02	phasianidae.n.01
counterpreparation_fire.n.01	duty.n.01
forwarding.n.02	ax.n.01
sleeper.n.08	extramarital_sex.n.01
anatomy.n.03	holdout.n.03
cinnabar.n.02	black-fronted_bush_shrike.n.01
gallinago.n.01	springboard.n.02
chine.n.02	space_walk.n.01
millipede.n.01	chondrichthyes.n.01
domestic_ass.n.01	shooting.n.02
spadework.n.01	feist.n.01
basin.n.01	agriocharis.n.01
mummification.n.03	dating.n.01
genus_tamandua.n.01	launching.n.03
hirundo.n.01	wash.n.08
car_care.n.01	prenatal_diagnosis.n.01
andiron.n.01	backboard.n.01
arousal.n.01	fregata.n.01
backpack.n.01	sciaenops.n.01
tylenchidae.n.01	fire_drill.n.01
amphiumidae.n.01	boarhound.n.01
bandicoot.n.01	hylobatidae.n.01
pitching_change.n.01	ring-around-the-rosy.n.01
detonation.n.02	expunction.n.01
prototheria.n.01	callorhinus.n.01
ctenophora.n.01	radioactive_dating.n.01
coloratura.n.02	samoyed.n.03
sturnidae.n.01	vorticella.n.01
filefish.n.01	topminnow.n.01
equetus.n.01	tree_swift.n.01
banjo.n.01	holometabola.n.01
bandbox.n.01	barricade.n.02
restraint.n.01	copper.n.05
trogonidae.n.01	retailing.n.01
tiger_snake.n.01	epikeratophakia.n.01
audubon's_warbler.n.01	shading.n.02
abacus.n.02	education.n.04
carancha.n.01	joint_venture.n.01
safety.n.06	danaus.n.01
satyagraha.n.01	cabinetmaking.n.01
judgment_in_personam.n.01	trochilidae.n.01
nullification.n.02	bristle.n.02
coonhound.n.01	arrival.n.01
turf_war.n.01	ictodosaur.n.01
immobilization.n.01	program_trading.n.01
air_sac.n.03	anseres.n.01
common_iguana.n.01	subbing.n.01
vengeance.n.01	presence.n.06
wailing.n.01	kinglet.n.01
patent_infringement.n.01	rainbow_trout.n.02
cecidomyidae.n.01	worst.n.03
argasidae.n.01	colorimetry.n.01
lepisosteus.n.01	argyle.n.03
disaster.n.03	royal.n.02
inclination.n.08	induction_of_labor.n.01
whydah.n.01	belching.n.01
ctenophore_family.n.01	open_primary.n.01
beat.n.09	strymon.n.01
pongidae.n.01	spin.n.05
domestic_llama.n.01	put_option.n.02
secretary_of_the_treasury.n.02	sorrel.n.05
role.n.04	megalosauridae.n.01
cannon_bone.n.01	piranha.n.02
swaddling_clothes.n.02	crucian_carp.n.01
malinois.n.01	modern_dance.n.01
racerunner.n.01	lobotidae.n.01
gastroscopy.n.01	peasanthood.n.01
griffon_vulture.n.01	echo.n.06
coelenteron.n.01	melogale.n.01
operation.n.06	stanford-binet_test.n.01
bond_trading.n.01	festival.n.02
