agitation.n.05	shaking.n.01
printmaking.n.01	serigraphy.n.01
fish_genus.n.01	leuciscus.n.01
combination.n.07	consolidation.n.02
operation.n.06	intestinal_bypass.n.01
change_of_integrity.n.01	filling.n.06
production.n.01	foliation.n.04
fire.n.02	crossfire.n.02
fish_genus.n.01	antigonia.n.01
promiscuity.n.01	one-night_stand.n.01
breach_of_contract.n.01	anticipatory_breach.n.01
change.n.03	movement.n.11
siege.n.01	atlanta.n.02
sexual_activity.n.01	safe_sex.n.01
martial_art.n.01	judo.n.01
emergency_procedure.n.01	cardiopulmonary_resuscitation.n.01
amphibian_genus.n.01	alytes.n.01
reaction.n.03	overreaction.n.01
arachnid.n.01	acarine.n.01
motion.n.03	toss.n.03
exhalation.n.02	blow.n.07
score.n.10	safety.n.06
branching.n.01	bifurcation.n.03
secretaryship.n.01	secretary_of_the_interior.n.01
removal.n.01	extraction.n.03
sport.n.02	professional_boxing.n.01
roasting.n.01	barbecuing.n.01
rat_snake.n.01	corn_snake.n.01
pitched_battle.n.01	plataea.n.02
larceny.n.01	shoplifting.n.01
medical_care.n.01	allopathy.n.01
antbird.n.01	ant_shrike.n.01
bowerbird.n.01	satin_bowerbird.n.01
war.n.01	war_of_1812.n.01
reptile_genus.n.01	genus_nothosaurus.n.01
crime.n.01	statutory_offense.n.01
inactivity.n.03	delay.n.02
means.n.01	fast_track.n.01
reordering.n.01	passing.n.06
thrush.n.03	blackbird.n.02
maltreatment.n.01	cruelty.n.01
imprisonment.n.03	custody.n.02
virus.n.01	plant_virus.n.01
pitched_battle.n.01	battle_of_the_marne.n.01
yoga.n.02	hatha_yoga.n.01
way.n.05	sunnah.n.01
mite.n.02	acarid.n.01
motion.n.06	progress.n.02
withdrawal.n.02	bank_withdrawal.n.01
reptile_genus.n.01	genus_mononychus.n.01
fire.n.02	distributed_fire.n.01
exemption.n.03	use_immunity.n.01
act.n.02	egress.n.03
operation.n.06	plastic_surgery.n.01
bombing.n.01	carpet_bombing.n.01
new_zealand_wren.n.01	rifleman_bird.n.01
flight_maneuver.n.01	slip.n.14
diversion.n.01	escape.n.02
animal_order.n.01	raptores.n.01
duty.n.02	function.n.03
bird_genus.n.01	orthotomus.n.01
search.n.01	scouring.n.01
true_frog.n.01	leopard_frog.n.01
crime.n.01	thuggery.n.01
propulsion.n.02	push.n.01
acarine.n.01	tick.n.02
information_gathering.n.01	intelligence.n.05
card_game.n.01	euchre.n.01
misbehavior.n.01	indiscretion.n.02
beginning.n.05	groundbreaking.n.01
marsupial.n.01	kangaroo.n.01
loss.n.03	capitulation.n.03
recovery.n.03	rescue.n.01
examination.n.01	audit.n.02
return.n.11	chop.n.04
bacteria_genus.n.01	genus_mycobacterium.n.01
choice.n.02	volition.n.02
inoculating.n.01	ring_vaccination.n.01
mammal_genus.n.01	notoryctus.n.01
torture.n.05	sensory_deprivation.n.01
combination.n.07	interspersion.n.01
position.n.09	mid-off.n.01
riot.n.01	race_riot.n.01
bacteria_family.n.01	enterobacteriaceae.n.01
screening.n.04	genetic_screening.n.01
holocephalan.n.01	chimaera.n.03
flight.n.02	solo.n.03
cleaning.n.01	sterilization.n.02
sand_snake.n.01	banded_sand_snake.n.01
bird_genus.n.01	fringilla.n.01
sanctification.n.01	beatification.n.03
wash.n.02	dishwashing.n.01
self-denial.n.02	abstinence.n.02
animal.n.01	giant.n.01
acrobatic_stunt.n.01	back_circle.n.01
endoscopy.n.01	gastroscopy.n.01
warbler.n.02	old_world_warbler.n.01
accomplishment.n.01	haymaking.n.01
accommodation.n.05	service.n.15
drain.n.04	brain_drain.n.01
fish_genus.n.01	ictiobus.n.01
control.n.05	damage_control.n.01
exposure.n.08	time_exposure.n.02
owl.n.01	long-eared_owl.n.01
delay.n.02	slowdown.n.01
custom.n.01	americanism.n.03
experiment.n.01	testing.n.01
nutcracker.n.03	clark's_nutcracker.n.01
chess_move.n.01	check.n.13
activity.n.01	concealment.n.03
killifish.n.01	mummichog.n.01
fastening.n.02	doweling.n.01
back.n.09	wingback.n.02
flatworm.n.01	fluke.n.05
phalanger.n.01	brush-tailed_phalanger.n.01
show.n.01	circus.n.02
diversion.n.01	celebration.n.02
all_fours.n.01	cinch.n.03
physical_entity.n.01	thing.n.12
hammerhead.n.03	smooth_hammerhead.n.01
apodiform_bird.n.01	tree_swift.n.01
reversal.n.01	regression.n.04
first_step.n.01	first_base.n.03
inhalation.n.01	puff.n.07
mortal_sin.n.01	wrath.n.02
civil_war.n.01	english_civil_war.n.01
swallow.n.02	sip.n.01
change_of_state.n.01	defoliation.n.02
acquisition.n.01	moneymaking.n.01
interchange.n.02	dealings.n.01
naval_battle.n.01	aegospotami.n.02
operation.n.06	heart_surgery.n.01
pacific_newt.n.01	rough-skinned_newt.n.01
defense.n.01	biological_warfare_defense.n.01
diversion.n.01	game.n.03
mammal_genus.n.01	dasyurus.n.01
operation.n.06	shirodkar's_operation.n.01
assignment.n.05	written_assignment.n.01
separation.n.09	removal.n.01
organism.n.01	conspecific.n.01
reptile_genus.n.01	carphophis.n.01
joint_venture.n.01	foreign_direct_investment.n.02
artifact.n.01	article.n.02
delivery.n.07	forceps_delivery.n.01
concealment.n.03	cover-up.n.01
destruction.n.01	sabotage.n.01
bazaar.n.03	book_fair.n.02
war.n.01	mexican_war.n.01
placement.n.03	planting.n.01
surprise_attack.n.01	pre-emptive_strike.n.01
sharing.n.04	generosity.n.02
office.n.06	divine_office.n.01
celebration.n.02	gala.n.01
putout.n.01	force_out.n.01
disparagement.n.02	deprecation.n.02
worship.n.01	hagiolatry.n.01
fly.n.04	liner.n.01
worship.n.01	idolization.n.02
fish_family.n.01	catostomidae.n.01
defense.n.01	umbrella.n.02
sport.n.02	professional_baseball.n.01
domestic_carp.n.01	leather_carp.n.01
development.n.01	advancement.n.03
disobedience.n.01	contumacy.n.01
jawless_vertebrate.n.01	conodont.n.02
operation.n.06	hemorrhoidectomy.n.01
protoctist_family.n.01	eimeriidae.n.01
game.n.02	home_game.n.01
position.n.06	preceptorship.n.01
seduction.n.02	sexual_conquest.n.01
protoctist_family.n.01	nummulitidae.n.01
idleness.n.01	dolce_far_niente.n.01
sewing.n.01	blind_stitching.n.01
creeper.n.03	wall_creeper.n.01
hit.n.03	sleeper.n.09
commitment.n.03	incurrence.n.01
continuance.n.01	survival.n.03
gallinaceous_bird.n.01	domestic_fowl.n.01
self-defense.n.01	martial_art.n.01
position.n.06	proconsulship.n.01
sexual_assault.n.01	molestation.n.01
vireo.n.01	solitary_vireo.n.01
honeycreeper.n.01	mamo.n.01
animal_order.n.01	fucales.n.01
recovery.n.03	recapture.n.02
support.n.01	sustenance.n.03
fire.n.02	indirect_fire.n.01
fastball.n.01	slider.n.04
plastic_surgery.n.01	keratoplasty.n.01
pitched_battle.n.01	fontenoy.n.01
hunt.n.07	canned_hunt.n.01
assembly.n.06	convention.n.05
robbery.n.01	armed_robbery.n.01
eyedrop.n.02	topical_prostaglandin_eyedrop.n.01
grounder.n.01	roller.n.01
bunting.n.02	snow_bunting.n.01
protection.n.01	insulation.n.03
presidency.n.02	president_of_the_united_states.n.02
protoctist_order.n.01	laminariales.n.01
bacteria_genus.n.01	genus_klebsiella.n.01
bacteria_family.n.01	pseudomonodaceae.n.01
mismanagement.n.01	screwup.n.01
coral_snake.n.01	asian_coral_snake.n.01
parricide.n.02	patricide.n.02
animal.n.01	work_animal.n.01
religious_ceremony.n.01	sanctification.n.01
robbery.n.01	caper.n.03
fight.n.02	knife_fight.n.01
extramarital_sex.n.01	adultery.n.01
bird_family.n.01	cathartidae.n.01
animal.n.01	domestic_animal.n.01
bird_genus.n.01	haliaeetus.n.01
injection.n.03	intravenous_injection.n.01
protection.n.01	care.n.05
krait.n.01	banded_krait.n.01
boat_racing.n.01	hydroplane_racing.n.01
antbird.n.01	ant_thrush.n.01
roofing.n.02	slating.n.03
merganser.n.01	american_merganser.n.01
armored_dinosaur.n.01	ankylosaur.n.01
coloring.n.03	hair_coloring.n.03
young.n.01	hatchling.n.01
electronic_warfare.n.01	electronic_warfare-support_measures.n.01
turn.n.03	lead.n.17
attack.n.01	banzai_attack.n.01
cyprinid.n.01	minnow.n.01
decoration.n.03	marking.n.04
amphibian.n.03	urodele.n.01
chew.n.02	mumbling.n.02
plastic_surgery.n.01	proctoplasty.n.01
card_game.n.01	rouge_et_noir.n.01
wrongdoing.n.02	dereliction.n.02
arrowworm.n.01	sagitta.n.02
impersonation.n.03	apery.n.01
blunder.n.01	fumble.n.01
capture.n.01	enslavement.n.02
analysis.n.01	anatomy.n.03
ablation.n.01	orchidectomy.n.01
mathematical_process.n.01	relaxation.n.06
transfusion.n.02	decantation.n.01
cuckoo.n.02	black-billed_cuckoo.n.01
jay.n.02	new_world_jay.n.01
internal_control.n.01	inventory_control.n.01
bird_family.n.01	numididae.n.01
tennis.n.01	doubles.n.02
protoctist_genus.n.01	genus_sargassum.n.01
watch.n.03	spying.n.01
restraint.n.01	restriction.n.03
expansion.n.01	stretching.n.01
mammal_genus.n.01	uropsilus.n.01
bird_family.n.01	caprimulgidae.n.01
murder.n.01	lynching.n.01
floating.n.01	dead-man's_float.n.01
action.n.01	bruxism.n.01
position.n.06	accountantship.n.01
decoration.n.03	window_dressing.n.02
expedition.n.03	scouting_trip.n.01
torture.n.05	rack.n.06
incision.n.02	orchotomy.n.01
revision.n.01	qualification.n.02
swimming_stroke.n.01	treading_water.n.01
pictorial_representation.n.01	depiction.n.04
pastime.n.01	avocation.n.01
walk.n.04	moonwalk.n.02
terrorism.n.01	terrorist_attack.n.01
protection.n.01	inoculating.n.01
base_hit.n.01	triple.n.01
treatment.n.01	osteoclasis.n.01
communications_technology.n.01	digital_communications_technology.n.01
action.n.01	prohibition.n.05
frog.n.01	eastern_narrow-mouthed_toad.n.01
social_dancing.n.01	shimmy.n.03
vote.n.01	casting_vote.n.01
breeding.n.04	dog_breeding.n.01
spider.n.01	trap-door_spider.n.01
pitched_battle.n.01	maldon.n.01
group_action.n.01	stampede.n.01
bird_genus.n.01	salpinctes.n.01
correction.n.01	emendation.n.01
anguid_lizard.n.01	blindworm.n.01
animal_virus.n.01	lyssavirus.n.01
research.n.01	marketing_research.n.01
maneuver.n.03	footwork.n.01
avoidance.n.01	near_thing.n.01
enclosure.n.02	packing.n.02
reptile_genus.n.01	exaeretodon.n.01
application.n.03	scumble.n.01
lending.n.01	usury.n.02
causing.n.01	inducement.n.02
arthropod_family.n.01	trombidiidae.n.01
redemption.n.01	expiation.n.02
clinical_trial.n.01	phase_iii_clinical_trial.n.01
dancing.n.01	slam_dancing.n.01
insertion.n.02	enclosure.n.02
stage_dancing.n.01	ballet.n.01
neutering.n.01	spaying.n.01
alligator.n.02	american_alligator.n.01
decoration.n.03	tattoo.n.03
spider_mite.n.01	red_spider.n.01
production.n.01	canalization.n.01
placement.n.03	repositioning.n.01
swallow.n.03	barn_swallow.n.01
cleaning.n.01	washup.n.01
act.n.02	exhumation.n.01
grassfinch.n.01	zebra_finch.n.01
research.n.01	operations_research.n.01
high_fidelity.n.01	headroom.n.02
animal_order.n.01	cypriniformes.n.01
goose.n.01	chinese_goose.n.01
old_world_warbler.n.01	tailorbird.n.01
dressage.n.01	piaffe.n.01
game.n.02	cup_tie.n.01
performance.n.02	juggle.n.02
shooting.n.02	drive-by_killing.n.01
animal.n.01	creepy-crawly.n.01
bird_family.n.01	rheidae.n.01
sea_anemone.n.01	actinia.n.02
mammal_genus.n.01	genus_phalanger.n.01
brant.n.01	common_brant_goose.n.01
equalization.n.01	equation.n.03
push.n.01	press.n.09
sexual_activity.n.01	perversion.n.02
induction.n.05	induction_of_labor.n.01
bird_family.n.01	atrichornithidae.n.01
sin.n.02	actual_sin.n.01
enema.n.01	barium_enema.n.01
order.n.15	scaling.n.01
expurgation.n.01	bowdlerization.n.02
landing.n.03	aircraft_landing.n.01
weaver.n.02	grassfinch.n.01
marriage.n.03	remarriage.n.01
campaign.n.02	reform.n.02
bird_family.n.01	sylviinae.n.01
motion.n.03	lurch.n.03
show.n.01	demonstration.n.02
mistake.n.01	blot.n.02
authorization.n.04	delegating.n.01
apheresis.n.02	plasmapheresis.n.01
acquisition.n.01	annexation.n.02
protoctist_genus.n.01	rhodymenia.n.01
reptile_genus.n.01	cordylidae.n.01
bird_genus.n.01	plectrophenax.n.01
corporal_punishment.n.01	execution.n.01
fish_genus.n.01	prionace.n.01
activity.n.01	attempt.n.01
development.n.01	product_development.n.01
experiment.n.01	michelson-morley_experiment.n.01
propulsion.n.02	throw.n.01
alga.n.01	euglenoid.n.01
lipectomy.n.01	liposuction.n.01
rejection.n.01	abandonment.n.01
turn.n.02	swerve.n.01
boa.n.02	anaconda.n.01
accomplishment.n.01	beachhead.n.02
war.n.01	war_of_the_spanish_succession.n.01
work.n.01	coursework.n.01
expansion.n.01	distention.n.02
fire.n.02	interdiction_fire.n.01
consumption.n.04	burnup.n.02
spending.n.01	expending.n.01
animal_order.n.01	crocodylia.n.01
new_world_vulture.n.01	condor.n.01
bacteria_family.n.01	streptomycetaceae.n.01
reptile_genus.n.01	scincus.n.01
incision.n.02	valvotomy.n.01
intelligence.n.05	overt_operation.n.01
enterprise.n.01	forlorn_hope.n.01
finch.n.01	linnet.n.02
bird_genus.n.01	glossopsitta.n.01
teal.n.02	garganey.n.01
musical_performance.n.01	jam_session.n.01
gymnastic_exercise.n.01	double_leg_circle.n.01
act.n.02	proclamation.n.02
young_mammal.n.01	cub.n.03
tour.n.01	walkabout.n.01
new_world_warbler.n.01	water_thrush.n.01
exchange.n.03	tradeoff.n.01
disposal.n.03	lending.n.01
fish_family.n.01	squalidae.n.01
massage.n.01	tapotement.n.01
organism.n.01	polymorph.n.01
bird_family.n.01	cotingidae.n.01
choice.n.02	election.n.02
change_of_state.n.01	degradation.n.01
withdrawal.n.03	desertion.n.01
meeting.n.04	visit.n.04
group_action.n.01	submission.n.02
look.n.02	squint.n.02
vertebrate.n.01	gnathostome.n.01
defense.n.01	mining.n.02
speed.n.03	scud.n.01
renovation.n.01	face_lift.n.02
social_insurance.n.01	unemployment_compensation.n.01
operation.n.05	maneuver.n.01
gallinaceous_bird.n.01	columbiform_bird.n.01
reptile_genus.n.01	aspidelaps.n.01
move.n.01	maneuver.n.04
aggression.n.05	bitchery.n.01
bird_genus.n.01	dendroica.n.01
incision.n.02	thoracotomy.n.01
defense.n.01	air_defense.n.01
misbehavior.n.01	indecency.n.02
determination.n.01	localization.n.01
termination.n.05	completion.n.02
smoke.n.07	puffing.n.01
torture.n.05	prolonged_interrogation.n.01
turtle.n.02	sea_turtle.n.01
undertaking.n.01	assignment.n.05
tropism.n.01	heliotropism.n.01
organism.n.01	zooid.n.01
turtle.n.02	mud_turtle.n.01
position.n.06	deanship.n.01
grouse.n.02	ruffed_grouse.n.01
teaching_reading.n.01	phonics.n.01
breathing.n.01	snuffle.n.01
correction.n.01	redress.n.02
play.n.03	football_play.n.01
viper.n.01	asp.n.01
defense.n.01	stand.n.12
travel.n.01	circumnavigation.n.01
change_of_state.n.01	spiritualization.n.01
bird.n.01	ibero-mesornis.n.01
handicraft.n.02	knitting.n.02
composing.n.02	realization.n.05
animal_order.n.01	testacea.n.01
lark.n.03	skylark.n.01
animal_order.n.01	ictodosauria.n.01
idolatry.n.01	anthropolatry.n.01
duck.n.01	muscovy_duck.n.01
shrew.n.02	common_shrew.n.01
bird_genus.n.01	halcyon.n.02
animal_order.n.01	zygnematales.n.01
burn.n.05	scald.n.02
writing.n.01	metrification.n.01
base_hit.n.01	homer.n.01
amphibian_family.n.01	amphiumidae.n.01
treatment.n.01	naprapathy.n.01
saurischian.n.01	sauropod.n.01
card_game.n.01	fantan.n.02
animal_order.n.01	haplosporidia.n.01
practice.n.01	ritual.n.02
return.n.10	tit_for_tat.n.01
bird_genus.n.01	sceloglaux.n.01
back.n.09	linebacker.n.02
elasmobranch.n.01	shark.n.01
duty.n.01	noblesse_oblige.n.01
conversion.n.03	point_after.n.01
web-toed_salamander.n.01	shasta_salamander.n.01
bacteria.n.01	acidophil.n.01
football.n.01	american_football.n.01
rod.n.02	streptobacillus.n.01
dancing.n.01	toe_dancing.n.01
steering.n.02	aim.n.03
diversion.n.01	dancing.n.01
amphibian_genus.n.01	hylactophryne.n.01
position.n.06	receivership.n.03
license.n.04	clearance.n.03
operation.n.06	craniotomy.n.01
hit.n.01	base_hit.n.01
preparation.n.01	makeready.n.01
toucan.n.01	toucanet.n.01
agon.n.01	olympian_games.n.01
bow.n.09	up-bow.n.01
reptile_genus.n.01	titanosaurus.n.01
handling.n.01	unloading.n.01
old_world_warbler.n.01	blackcap.n.04
adenovirus.n.01	parainfluenza_virus.n.01
reptile_genus.n.01	chilomeniscus.n.01
arthropod_genus.n.01	dermacentor.n.01
count.n.02	sperm_count.n.02
bird_genus.n.01	myadestes.n.01
smooth_dogfish.n.01	whitetip_shark.n.01
talk.n.03	chalk_talk.n.01
custom.n.01	anglicism.n.02
shoot.n.02	skeet.n.01
bird_genus.n.01	crax.n.01
matrix_operation.n.01	matrix_multiplication.n.01
propulsion.n.02	roll.n.15
breach_of_contract.n.01	material_breach.n.01
bird_genus.n.01	genus_coscoroba.n.01
sensing.n.02	taste.n.07
farming.n.01	mixed_farming.n.01
ritual_dancing.n.01	pyrrhic.n.02
intelligence.n.05	reconnaissance.n.01
degradation.n.01	humiliation.n.04
conflict.n.01	feud.n.01
session.n.03	course_session.n.01
conformity.n.02	honoring.n.01
operation.n.05	mission.n.02
cataract_surgery.n.01	extracapsular_surgery.n.01
planning.n.01	scheduling.n.01
sea_duck.n.01	scoter.n.01
reptile_genus.n.01	drymarchon.n.01
unlawful_carnal_knowledge.n.01	extramarital_sex.n.01
coupling.n.03	hybridization.n.01
horned_lizard.n.01	texas_horned_lizard.n.01
viper.n.01	pit_viper.n.01
propulsion.n.02	lift.n.12
reptile_family.n.01	anguidae.n.01
position.n.06	captainship.n.01
litigation.n.01	custody_battle.n.01
bacteria.n.01	nitrobacterium.n.01
support.n.02	sponsorship.n.01
bird_family.n.01	capitonidae.n.01
cyprinid.n.01	tench.n.01
animal_order.n.01	radiolaria.n.01
censoring.n.02	bowdlerism.n.01
reptile_genus.n.01	draco.n.03
photography.n.01	xerography.n.01
practice.n.01	quotation.n.04
bird_genus.n.01	campephilus.n.01
protest.n.02	boycott.n.01
teaching.n.01	lecture.n.03
shiner.n.04	golden_shiner.n.01
culture.n.07	tillage.n.02
persecution.n.01	rendition.n.03
plastic_surgery.n.01	mastopexy.n.01
operation.n.06	fenestration.n.02
rowing.n.01	sculling.n.01
bird_genus.n.01	musophaga.n.01
mistake.n.01	blunder.n.01
ctenophore.n.01	sea_gooseberry.n.01
bird_genus.n.01	chamaea.n.01
racing.n.01	camel_racing.n.01
swindle.n.01	holdout.n.03
transgression.n.01	evil.n.01
buyout.n.01	takeover.n.02
accomplishment.n.01	performance.n.04
percussion.n.01	drumming.n.01
provision.n.02	feeding.n.02
poxvirus.n.01	myxoma_virus.n.01
cut.n.19	tax_cut.n.01
embodiment.n.03	soul.n.04
change.n.03	nationalization.n.02
punishment.n.01	self-punishment.n.01
tundra_swan.n.01	whistling_swan.n.01
commercial_enterprise.n.02	printing.n.02
protoctist_genus.n.01	genus_globigerina.n.01
animal_order.n.01	clamatores.n.01
mammal_genus.n.01	potorous.n.01
change_of_integrity.n.01	burning.n.01
sea_turtle.n.01	loggerhead.n.02
change_of_integrity.n.01	transformation.n.05
diversion.n.03	diversionary_landing.n.01
natural_family_planning.n.01	basal_body_temperature_method_of_family_planning.n.01
surveillance.n.01	electronic_surveillance.n.01
gymnastic_exercise.n.01	hang.n.03
chordate_genus.n.01	genus_doliolum.n.01
evacuation.n.02	medical_evacuation.n.01
acting.n.01	business.n.09
bacteria_genus.n.01	genus_rickettsia.n.01
martial_art.n.01	kung_fu.n.01
diversion.n.01	sport.n.01
singing.n.01	solfege.n.02
attempt.n.01	crack.n.09
owl.n.01	barred_owl.n.01
group_action.n.01	socialization.n.01
joining.n.01	articulation.n.05
football_play.n.01	touchback.n.01
turtle.n.02	painted_turtle.n.01
animal.n.01	critter.n.01
grouping.n.02	collection.n.04
frog.n.01	midwife_toad.n.01
devising.n.01	moviemaking.n.01
diapsid.n.01	saurian.n.01
jawless_vertebrate.n.01	ostracoderm.n.01
show.n.01	sideshow.n.02
borrowing.n.01	misappropriation.n.02
reproduction.n.04	sound_reproduction.n.01
conflict.n.01	class_struggle.n.01
misbehavior.n.01	abnormality.n.04
weakening.n.02	etiolation.n.02
reptile_genus.n.01	natrix.n.01
promotion.n.02	ennoblement.n.02
hawk.n.01	harrier.n.03
seizure.n.04	confiscation.n.01
running_away.n.01	escape.n.01
operation.n.06	taxis.n.02
